case_id;start_time;end_time;creator;variant;variant_index;activity;resource
179020;2011-11-DD1410:13:41.1341;2011-11-DD1410:14:34.1434;Fluxicon Disco; Variant 1376;1376; W_Nabellen incomplete dossiers;11049
179020;2011-11-DD1413:07:59.759;2011-11-DD1413:18:04.184;Fluxicon Disco; Variant 1376;1376; W_Valideren aanvraag;10609
179020;2011-11-DD1415:12:37.1237;2011-11-DD1415:18:53.1853;Fluxicon Disco; Variant 1376;1376; W_Nabellen incomplete dossiers;NOT_SET
179020;2011-11-DD1510:33:35.3335;2011-11-DD1510:34:17.3417;Fluxicon Disco; Variant 1376;1376; W_Nabellen incomplete dossiers;NOT_SET
179020;2011-11-DD1511:06:11.611;2011-11-DD1511:32:15.3215;Fluxicon Disco; Variant 1376;1376; W_Valideren aanvraag;10609
179023;2011-10-DD2210:23:35.2335;2011-10-DD2210:34:24.3424;Fluxicon Disco; Variant 31;31; W_Completeren aanvraag;11000
179023;2011-10-DD2910:30:42.3042;2011-10-DD2910:34:35.3435;Fluxicon Disco; Variant 31;31; W_Nabellen offertes;11181
179023;2011-11-DD309:08:20.820;2011-11-DD309:09:10.910;Fluxicon Disco; Variant 31;31; W_Nabellen offertes;NOT_SET
179023;2011-11-DD710:07:20.720;2011-11-DD710:51:33.5133;Fluxicon Disco; Variant 31;31; W_Valideren aanvraag;10809
179023;2011-11-DD711:41:34.4134;2011-11-DD711:45:24.4524;Fluxicon Disco; Variant 31;31; W_Valideren aanvraag;10809
179029;2011-10-DD2210:56:14.5614;2011-10-DD2211:10:32.1032;Fluxicon Disco; Variant 1377;1377; W_Completeren aanvraag;11203
179029;2011-10-DD2211:10:44.1044;2011-10-DD2211:20:17.2017;Fluxicon Disco; Variant 1377;1377; W_Nabellen offertes;11203
179029;2011-10-DD2211:20:55.2055;2011-10-DD2211:22:41.2241;Fluxicon Disco; Variant 1377;1377; W_Nabellen offertes;11203
179029;2011-10-DD2810:33:19.3319;2011-10-DD2810:33:32.3332;Fluxicon Disco; Variant 1377;1377; W_Nabellen offertes;10789
179029;2011-11-DD114:23:29.2329;2011-11-DD114:51:48.5148;Fluxicon Disco; Variant 1377;1377; W_Valideren aanvraag;10972
179029;2011-11-DD115:57:26.5726;2011-11-DD115:58:02.582;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;11121
179029;2011-11-DD117:29:09.299;2011-11-DD117:30:59.3059;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;11189
179029;2011-11-DD117:42:50.4250;2011-11-DD117:45:19.4519;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;10913
179029;2011-11-DD208:53:35.5335;2011-11-DD209:04:51.451;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;NOT_SET
179029;2011-11-DD212:07:39.739;2011-11-DD212:27:51.2751;Fluxicon Disco; Variant 1377;1377; W_Valideren aanvraag;10972
179029;2011-11-DD212:33:23.3323;2011-11-DD212:33:30.3330;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;NOT_SET
179029;2011-11-DD217:34:44.3444;2011-11-DD218:12:11.1211;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;11119
179029;2011-11-DD308:40:29.4029;2011-11-DD308:44:51.4451;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;11049
179029;2011-11-DD309:27:06.276;2011-11-DD309:29:36.2936;Fluxicon Disco; Variant 1377;1377; W_Nabellen incomplete dossiers;11169
179032;2011-10-DD2210:52:21.5221;2011-10-DD2211:01:22.122;Fluxicon Disco; Variant 72;72; W_Completeren aanvraag;11019
179032;2011-10-DD2211:01:27.127;2011-10-DD2211:03:44.344;Fluxicon Disco; Variant 72;72; W_Completeren aanvraag;11019
179032;2011-10-DD2910:41:12.4112;2011-10-DD2910:43:00.430;Fluxicon Disco; Variant 72;72; W_Nabellen offertes;11181
179032;2011-10-DD2914:28:06.286;2011-10-DD2914:28:20.2820;Fluxicon Disco; Variant 72;72; W_Nabellen offertes;11181
179032;2011-10-DD2915:40:16.4016;2011-10-DD2915:48:09.489;Fluxicon Disco; Variant 72;72; W_Nabellen offertes;11181
179032;2011-10-DD2915:49:05.495;2011-10-DD2915:50:43.5043;Fluxicon Disco; Variant 72;72; W_Nabellen offertes;11181
179032;2011-11-DD514:30:58.3058;2011-11-DD514:38:18.3818;Fluxicon Disco; Variant 72;72; W_Nabellen offertes;10889
179032;2011-11-DD1410:33:36.3336;2011-11-DD1410:34:33.3433;Fluxicon Disco; Variant 72;72; W_Nabellen offertes;11049
179032;2011-11-DD1515:06:46.646;2011-11-DD1515:42:06.426;Fluxicon Disco; Variant 72;72; W_Valideren aanvraag;10972
179038;2011-10-DD2210:58:52.5852;2011-10-DD2211:01:51.151;Fluxicon Disco; Variant 2;2; W_Completeren aanvraag;NOT_SET
179041;2011-10-DD2211:02:48.248;2011-10-DD2211:11:30.1130;Fluxicon Disco; Variant 2;2; W_Completeren aanvraag;NOT_SET
179053;2011-10-DD2212:55:58.5558;2011-10-DD2212:56:09.569;Fluxicon Disco; Variant 1378;1378; W_Completeren aanvraag;11203
179053;2011-10-DD2213:15:22.1522;2011-10-DD2213:29:33.2933;Fluxicon Disco; Variant 1378;1378; W_Completeren aanvraag;NOT_SET
179053;2011-10-DD2213:29:45.2945;2011-10-DD2213:32:07.327;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;NOT_SET
179053;2011-10-DD2910:59:28.5928;2011-10-DD2911:01:48.148;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;11181
179053;2011-10-DD2911:12:15.1215;2011-10-DD2911:13:33.1333;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;10913
179053;2011-10-DD2911:14:06.146;2011-10-DD2911:15:05.155;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;10913
179053;2011-11-DD513:49:03.493;2011-11-DD513:53:16.5316;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;10913
179053;2011-11-DD818:59:16.5916;2011-11-DD818:59:57.5957;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;NOT_SET
179053;2011-11-DD911:20:51.2051;2011-11-DD911:22:12.2212;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;10881
179053;2011-11-DD1017:44:42.4442;2011-11-DD1017:46:33.4633;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;11180
179053;2011-11-DD1418:06:41.641;2011-11-DD1418:10:01.101;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;11180
179053;2011-11-DD1710:50:26.5026;2011-11-DD1710:50:44.5044;Fluxicon Disco; Variant 1378;1378; W_Nabellen offertes;11049
179053;2011-11-DD2109:48:11.4811;2011-11-DD2109:50:22.5022;Fluxicon Disco; Variant 1378;1378; W_Valideren aanvraag;10629
179053;2011-11-DD2111:28:52.2852;2011-11-DD2111:29:02.292;Fluxicon Disco; Variant 1378;1378; W_Valideren aanvraag;10629
179053;2011-11-DD2207:24:45.2445;2011-11-DD2207:59:20.5920;Fluxicon Disco; Variant 1378;1378; W_Valideren aanvraag;10809
179056;2011-10-DD2212:56:15.5615;2011-10-DD2213:05:53.553;Fluxicon Disco; Variant 17;17; W_Completeren aanvraag;11203
179056;2011-10-DD2910:47:27.4727;2011-10-DD2910:49:31.4931;Fluxicon Disco; Variant 17;17; W_Nabellen offertes;11181
179059;2011-10-DD2212:04:45.445;2011-10-DD2212:13:21.1321;Fluxicon Disco; Variant 31;31; W_Completeren aanvraag;10939
179059;2011-10-DD2610:51:13.5113;2011-10-DD2610:52:00.520;Fluxicon Disco; Variant 31;31; W_Nabellen offertes;11169
179059;2011-10-DD2712:04:48.448;2011-10-DD2712:05:17.517;Fluxicon Disco; Variant 31;31; W_Nabellen offertes;11049
179059;2011-10-DD2712:57:11.5711;2011-10-DD2712:57:19.5719;Fluxicon Disco; Variant 31;31; W_Valideren aanvraag;10609
179059;2011-10-DD2809:49:20.4920;2011-10-DD2810:13:41.1341;Fluxicon Disco; Variant 31;31; W_Valideren aanvraag;10609
179062;2011-10-DD2213:05:46.546;2011-10-DD2213:12:35.1235;Fluxicon Disco; Variant 14;14; W_Completeren aanvraag;NOT_SET
179062;2011-10-DD2910:57:19.5719;2011-10-DD2910:59:16.5916;Fluxicon Disco; Variant 14;14; W_Nabellen offertes;11181
179062;2011-10-DD2913:30:23.3023;2011-10-DD2913:32:04.324;Fluxicon Disco; Variant 14;14; W_Nabellen offertes;11181
179065;2011-10-DD2213:33:37.3337;2011-10-DD2213:50:07.507;Fluxicon Disco; Variant 121;121; W_Completeren aanvraag;NOT_SET
179065;2011-10-DD2808:27:11.2711;2011-10-DD2808:28:16.2816;Fluxicon Disco; Variant 121;121; W_Nabellen offertes;NOT_SET
179065;2011-11-DD108:41:08.418;2011-11-DD108:55:02.552;Fluxicon Disco; Variant 121;121; W_Valideren aanvraag;10609
179065;2011-11-DD109:04:45.445;2011-11-DD109:06:08.68;Fluxicon Disco; Variant 121;121; W_Nabellen incomplete dossiers;10609
179065;2011-11-DD109:30:16.3016;2011-11-DD109:36:34.3634;Fluxicon Disco; Variant 121;121; W_Nabellen incomplete dossiers;NOT_SET
179065;2011-11-DD109:38:53.3853;2011-11-DD109:42:59.4259;Fluxicon Disco; Variant 121;121; W_Nabellen incomplete dossiers;NOT_SET
179065;2011-11-DD116:19:50.1950;2011-11-DD116:20:39.2039;Fluxicon Disco; Variant 121;121; W_Nabellen incomplete dossiers;10899
179065;2011-11-DD210:02:13.213;2011-11-DD210:15:39.1539;Fluxicon Disco; Variant 121;121; W_Valideren aanvraag;10609
179068;2011-10-DD2214:09:28.928;2011-10-DD2214:15:08.158;Fluxicon Disco; Variant 2;2; W_Completeren aanvraag;NOT_SET
179074;2011-10-DD2213:44:14.4414;2011-10-DD2214:02:18.218;Fluxicon Disco; Variant 88;88; W_Completeren aanvraag;11203
179074;2011-10-DD2911:12:12.1212;2011-10-DD2911:14:02.142;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;11181
179074;2011-10-DD3117:48:23.4823;2011-10-DD3117:50:07.507;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;11181
179074;2011-11-DD217:10:15.1015;2011-11-DD217:10:31.1031;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;NOT_SET
179074;2011-11-DD217:15:52.1552;2011-11-DD217:15:58.1558;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;NOT_SET
179074;2011-11-DD219:14:01.141;2011-11-DD219:16:47.1647;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;11203
179074;2011-11-DD416:47:32.4732;2011-11-DD416:56:25.5625;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;11201
179074;2011-11-DD1110:02:44.244;2011-11-DD1110:03:02.32;Fluxicon Disco; Variant 88;88; W_Nabellen offertes;10789
179074;2011-11-DD1510:23:51.2351;2011-11-DD1510:57:29.5729;Fluxicon Disco; Variant 88;88; W_Valideren aanvraag;10972
179077;2011-10-DD2214:07:20.720;2011-10-DD2214:13:37.1337;Fluxicon Disco; Variant 219;219; W_Afhandelen leads;NOT_SET
179077;2011-10-DD2214:39:38.3938;2011-10-DD2214:42:49.4249;Fluxicon Disco; Variant 219;219; W_Completeren aanvraag;NOT_SET
179077;2011-10-DD2411:21:19.2119;2011-10-DD2411:24:02.242;Fluxicon Disco; Variant 219;219; W_Completeren aanvraag;NOT_SET
179077;2011-10-DD2418:00:46.046;2011-10-DD2418:18:02.182;Fluxicon Disco; Variant 219;219; W_Completeren aanvraag;11180
179077;2011-10-DD2418:18:14.1814;2011-10-DD2418:19:05.195;Fluxicon Disco; Variant 219;219; W_Nabellen offertes;11180
179077;2011-10-DD3119:49:35.4935;2011-10-DD3119:52:56.5256;Fluxicon Disco; Variant 219;219; W_Nabellen offertes;11181
179077;2011-11-DD110:29:41.2941;2011-11-DD110:30:39.3039;Fluxicon Disco; Variant 219;219; W_Nabellen offertes;11189
179077;2011-11-DD110:38:10.3810;2011-11-DD110:38:24.3824;Fluxicon Disco; Variant 219;219; W_Nabellen offertes;10899
179077;2011-11-DD313:05:12.512;2011-11-DD313:23:29.2329;Fluxicon Disco; Variant 219;219; W_Valideren aanvraag;10809
179083;2011-10-DD2214:13:45.1345;2011-10-DD2214:21:45.2145;Fluxicon Disco; Variant 4;4; W_Afhandelen leads;NOT_SET
179083;2011-10-DD2214:32:08.328;2011-10-DD2214:34:19.3419;Fluxicon Disco; Variant 4;4; W_Afhandelen leads;NOT_SET
179089;2011-10-DD2214:26:40.2640;2011-10-DD2214:31:48.3148;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;NOT_SET
179095;2011-10-DD2214:42:58.4258;2011-10-DD2214:51:23.5123;Fluxicon Disco; Variant 11;11; W_Completeren aanvraag;11203
179095;2011-10-DD2709:25:47.2547;2011-10-DD2709:26:45.2645;Fluxicon Disco; Variant 11;11; W_Nabellen offertes;11049
179095;2011-10-DD3113:56:22.5622;2011-10-DD3114:15:20.1520;Fluxicon Disco; Variant 11;11; W_Valideren aanvraag;10138
179098;2011-10-DD2214:45:13.4513;2011-10-DD2214:50:08.508;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;NOT_SET
179107;2011-10-DD2215:00:20.020;2011-10-DD2215:12:51.1251;Fluxicon Disco; Variant 2;2; W_Completeren aanvraag;NOT_SET
179113;2011-10-DD2215:19:21.1921;2011-10-DD2215:32:55.3255;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;10982
179113;2011-10-DD2413:18:30.1830;2011-10-DD2413:20:39.2039;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;10982
179113;2011-10-DD2413:41:53.4153;2011-10-DD2413:44:39.4439;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;10982
179113;2011-10-DD2415:25:51.2551;2011-10-DD2415:27:15.2715;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;10982
179116;2011-10-DD2215:37:10.3710;2011-10-DD2215:49:49.4949;Fluxicon Disco; Variant 1382;1382; W_Completeren aanvraag;11019
179116;2011-10-DD2909:42:23.4223;2011-10-DD2909:46:09.469;Fluxicon Disco; Variant 1382;1382; W_Nabellen offertes;10912
179116;2011-10-DD3109:53:17.5317;2011-10-DD3109:53:50.5350;Fluxicon Disco; Variant 1382;1382; W_Nabellen offertes;NOT_SET
179116;2011-11-DD208:19:55.1955;2011-11-DD208:54:40.5440;Fluxicon Disco; Variant 1382;1382; W_Valideren aanvraag;10609
179116;2011-11-DD209:09:07.97;2011-11-DD209:09:09.99;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD209:13:22.1322;2011-11-DD209:13:23.1323;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD209:23:46.2346;2011-11-DD209:23:47.2347;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD209:35:16.3516;2011-11-DD209:45:55.4555;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD308:46:51.4651;2011-11-DD308:47:01.471;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11049
179116;2011-11-DD313:40:12.4012;2011-11-DD313:41:19.4119;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10982
179116;2011-11-DD314:02:42.242;2011-11-DD314:10:37.1037;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD319:03:17.317;2011-11-DD319:09:37.937;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11000
179116;2011-11-DD412:32:06.326;2011-11-DD413:25:35.2535;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD413:57:31.5731;2011-11-DD414:04:49.449;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD509:52:55.5255;2011-11-DD509:55:29.5529;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11002
179116;2011-11-DD513:46:26.4626;2011-11-DD514:04:53.453;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD514:06:11.611;2011-11-DD514:09:17.917;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11002
179116;2011-11-DD709:31:28.3128;2011-11-DD709:32:52.3252;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10809
179116;2011-11-DD709:38:43.3843;2011-11-DD709:53:38.5338;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10809
179116;2011-11-DD912:44:30.4430;2011-11-DD912:51:52.5152;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD917:16:26.1626;2011-11-DD917:24:02.242;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11119
179116;2011-11-DD1011:19:25.1925;2011-11-DD1011:19:38.1938;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11049
179116;2011-11-DD1111:44:30.4430;2011-11-DD1111:44:47.4447;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD1214:22:16.2216;2011-11-DD1214:22:49.2249;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10913
179116;2011-11-DD1409:31:54.3154;2011-11-DD1409:33:04.334;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD1414:06:03.63;2011-11-DD1414:08:31.831;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD1415:10:20.1020;2011-11-DD1415:12:31.1231;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD1416:01:48.148;2011-11-DD1416:06:02.62;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10881
179116;2011-11-DD1509:02:49.249;2011-11-DD1509:06:00.60;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD1608:43:41.4341;2011-11-DD1608:52:00.520;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD1614:29:20.2920;2011-11-DD1614:35:59.3559;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD1619:38:18.3818;2011-11-DD1619:39:33.3933;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10881
179116;2011-11-DD1708:37:30.3730;2011-11-DD1708:45:13.4513;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11189
179116;2011-11-DD1709:54:57.5457;2011-11-DD1709:57:32.5732;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11189
179116;2011-11-DD1714:23:32.2332;2011-11-DD1714:24:51.2451;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10609
179116;2011-11-DD1716:24:23.2423;2011-11-DD1716:40:29.4029;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10929
179116;2011-11-DD1719:02:55.255;2011-11-DD1719:07:29.729;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11180
179116;2011-11-DD1814:57:13.5713;2011-11-DD1814:57:23.5723;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11049
179116;2011-11-DD2209:00:51.051;2011-11-DD2209:01:17.117;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD2210:27:52.2752;2011-11-DD2210:31:44.3144;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;NOT_SET
179116;2011-11-DD2213:33:09.339;2011-11-DD2213:35:09.359;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11189
179116;2011-11-DD2216:14:57.1457;2011-11-DD2216:16:21.1621;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11002
179116;2011-11-DD2309:50:13.5013;2011-11-DD2309:54:01.541;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD2313:19:40.1940;2011-11-DD2313:26:18.2618;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11169
179116;2011-11-DD2319:01:26.126;2011-11-DD2319:07:15.715;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10939
179116;2011-11-DD2410:28:25.2825;2011-11-DD2410:29:22.2922;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11049
179116;2011-11-DD2508:36:01.361;2011-11-DD2508:37:21.3721;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11002
179116;2011-11-DD2513:22:21.2221;2011-11-DD2513:23:37.2337;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;10910
179116;2011-11-DD2808:25:22.2522;2011-11-DD2808:28:36.2836;Fluxicon Disco; Variant 1382;1382; W_Nabellen incomplete dossiers;11049
179116;2011-11-DD2809:19:56.1956;2011-11-DD2809:46:26.4626;Fluxicon Disco; Variant 1382;1382; W_Valideren aanvraag;10609
179119;2011-10-DD2408:09:39.939;2011-10-DD2408:11:09.119;Fluxicon Disco; Variant 4;4; W_Afhandelen leads;NOT_SET
179119;2011-10-DD2408:11:19.1119;2011-10-DD2408:12:40.1240;Fluxicon Disco; Variant 4;4; W_Afhandelen leads;NOT_SET
179131;2011-10-DD2408:12:46.1246;2011-10-DD2408:14:10.1410;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;NOT_SET
179134;2011-10-DD2408:27:05.275;2011-10-DD2408:46:44.4644;Fluxicon Disco; Variant 77;77; W_Completeren aanvraag;NOT_SET
179134;2011-10-DD2408:47:02.472;2011-10-DD2408:47:51.4751;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;NOT_SET
179134;2011-10-DD2408:48:01.481;2011-10-DD2408:49:24.4924;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;NOT_SET
179134;2011-10-DD2408:51:27.5127;2011-10-DD2408:54:41.5441;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;NOT_SET
179134;2011-10-DD3116:40:05.405;2011-10-DD3116:44:31.4431;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;11181
179134;2011-10-DD3117:24:53.2453;2011-10-DD3117:25:00.250;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;11181
179134;2011-11-DD217:19:43.1943;2011-11-DD217:21:54.2154;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;NOT_SET
179134;2011-11-DD414:49:11.4911;2011-11-DD414:53:00.530;Fluxicon Disco; Variant 77;77; W_Nabellen offertes;NOT_SET
179137;2011-10-DD2408:05:06.56;2011-10-DD2408:06:55.655;Fluxicon Disco; Variant 57;57; W_Completeren aanvraag;11203
179137;2011-10-DD2408:33:24.3324;2011-10-DD2408:45:30.4530;Fluxicon Disco; Variant 57;57; W_Completeren aanvraag;11203
179137;2011-10-DD2409:42:41.4241;2011-10-DD2409:45:46.4546;Fluxicon Disco; Variant 57;57; W_Completeren aanvraag;11203
179137;2011-10-DD2410:02:57.257;2011-10-DD2410:03:25.325;Fluxicon Disco; Variant 57;57; W_Nabellen offertes;NOT_SET
179137;2011-10-DD2411:05:10.510;2011-10-DD2411:05:16.516;Fluxicon Disco; Variant 57;57; W_Nabellen offertes;NOT_SET
179137;2011-10-DD2808:36:47.3647;2011-10-DD2808:37:23.3723;Fluxicon Disco; Variant 57;57; W_Nabellen offertes;NOT_SET
179137;2011-11-DD110:47:11.4711;2011-11-DD110:58:07.587;Fluxicon Disco; Variant 57;57; W_Valideren aanvraag;10138
179140;2011-10-DD2408:14:19.1419;2011-10-DD2408:15:22.1522;Fluxicon Disco; Variant 69;69; W_Afhandelen leads;NOT_SET
179140;2011-10-DD2408:15:30.1530;2011-10-DD2408:17:29.1729;Fluxicon Disco; Variant 69;69; W_Afhandelen leads;NOT_SET
179140;2011-10-DD2412:37:45.3745;2011-10-DD2412:38:48.3848;Fluxicon Disco; Variant 69;69; W_Completeren aanvraag;11203
179140;2011-10-DD2413:28:20.2820;2011-10-DD2413:36:35.3635;Fluxicon Disco; Variant 69;69; W_Completeren aanvraag;11201
179140;2011-10-DD2413:37:09.379;2011-10-DD2413:37:39.3739;Fluxicon Disco; Variant 69;69; W_Completeren aanvraag;11201
179140;2011-10-DD2510:05:41.541;2011-10-DD2510:12:26.1226;Fluxicon Disco; Variant 69;69; W_Completeren aanvraag;11201
179146;2011-10-DD2408:50:52.5052;2011-10-DD2410:08:27.827;Fluxicon Disco; Variant 114;114; W_Completeren aanvraag;NOT_SET
179146;2011-10-DD2410:20:24.2024;2011-10-DD2410:22:49.2249;Fluxicon Disco; Variant 114;114; W_Completeren aanvraag;NOT_SET
179146;2011-10-DD2413:57:02.572;2011-10-DD2413:58:54.5854;Fluxicon Disco; Variant 114;114; W_Completeren aanvraag;11203
179146;2011-10-DD2417:03:46.346;2011-10-DD2417:18:27.1827;Fluxicon Disco; Variant 114;114; W_Completeren aanvraag;10881
179146;2011-10-DD2618:15:34.1534;2011-10-DD2618:20:14.2014;Fluxicon Disco; Variant 114;114; W_Nabellen offertes;10881
179146;2011-10-DD3109:16:06.166;2011-10-DD3109:17:00.170;Fluxicon Disco; Variant 114;114; W_Nabellen offertes;11049
179146;2011-11-DD107:37:50.3750;2011-11-DD108:00:52.052;Fluxicon Disco; Variant 114;114; W_Valideren aanvraag;10138
179149;2011-10-DD2408:17:47.1747;2011-10-DD2408:21:22.2122;Fluxicon Disco; Variant 454;454; W_Afhandelen leads;NOT_SET
179149;2011-10-DD2412:33:20.3320;2011-10-DD2412:34:36.3436;Fluxicon Disco; Variant 454;454; W_Completeren aanvraag;11203
179149;2011-10-DD2417:49:19.4919;2011-10-DD2417:59:48.5948;Fluxicon Disco; Variant 454;454; W_Completeren aanvraag;10939
179149;2011-10-DD3111:46:02.462;2011-10-DD3111:47:24.4724;Fluxicon Disco; Variant 454;454; W_Nabellen offertes;11049
179149;2011-11-DD214:36:48.3648;2011-11-DD214:48:15.4815;Fluxicon Disco; Variant 454;454; W_Valideren aanvraag;10138
179149;2011-11-DD217:16:31.1631;2011-11-DD217:34:29.3429;Fluxicon Disco; Variant 454;454; W_Nabellen incomplete dossiers;11119
179149;2011-11-DD218:00:30.030;2011-11-DD218:05:40.540;Fluxicon Disco; Variant 454;454; W_Nabellen incomplete dossiers;11119
179149;2011-11-DD309:43:33.4333;2011-11-DD309:50:01.501;Fluxicon Disco; Variant 454;454; W_Valideren aanvraag;10138
179152;2011-10-DD2408:17:20.1720;2011-10-DD2408:18:42.1842;Fluxicon Disco; Variant 1385;1385; W_Completeren aanvraag;11203
179152;2011-10-DD2513:07:50.750;2011-10-DD2513:18:24.1824;Fluxicon Disco; Variant 1385;1385; W_Completeren aanvraag;11189
179152;2011-10-DD2513:20:37.2037;2011-10-DD2513:20:47.2047;Fluxicon Disco; Variant 1385;1385; W_Completeren aanvraag;11121
179152;2011-10-DD2513:28:33.2833;2011-10-DD2513:31:55.3155;Fluxicon Disco; Variant 1385;1385; W_Completeren aanvraag;11189
179152;2011-10-DD2513:32:19.3219;2011-10-DD2513:32:39.3239;Fluxicon Disco; Variant 1385;1385; W_Nabellen offertes;11189
179152;2011-11-DD110:02:11.211;2011-11-DD110:03:24.324;Fluxicon Disco; Variant 1385;1385; W_Nabellen offertes;11049
